Data from Apollo_Calib_20240827__AbsoluteIrradiance__379__05-28-02-301.txt Node

Date: Wed Aug 28 05:28:02 BST 2024
User: biology
Spectrometer: FLMT08252
Trigger mode: 0
Integration Time (sec): 5.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
179.588	-0
179.809	-0
180.03	-0
180.251	-0
180.473	-0
180.694	0
180.915	0
181.136	-0
181.357	0
181.578	-0
181.799	0
182.02	-0
182.241	-0
182.462	-0
182.683	0
182.904	-0
183.125	0
183.346	0
183.567	0
183.788	0
184.009	-0
184.23	0
184.451	0
184.672	-0
184.892	-0
185.113	-0
185.334	0
185.555	-0
185.776	-0
185.996	-0
186.217	0
186.438	-0
186.659	-0
186.879	0
187.1	-0
187.321	-0
187.541	-0
187.762	-0
187.983	-0
188.203	-0
188.424	-0
188.644	-0
188.865	-0
189.086	-0
189.306	-0
189.527	0
189.747	0
189.968	-0
190.188	0
190.409	0
190.629	-0
190.849	-0
191.07	-0
191.29	0
191.511	-0
191.731	-0
191.951	-0
192.172	-0
192.392	-0
192.612	-0
192.833	-0
193.053	0
193.273	0
193.493	-0
193.714	-0
193.934	0
194.154	0
194.374	-0
194.594	-0
194.815	-0
195.035	-0
195.255	0
195.475	-0
195.695	0
195.915	0
196.135	-0
196.355	0
196.575	0
196.795	-0
197.015	-0
197.235	-0
197.455	-0
197.675	0
197.895	-0
198.115	-0
198.335	-0
198.555	-0
198.775	-0
198.995	-0
199.214	0
199.434	-0
199.654	-0
199.874	-0
200.094	-0.02
200.313	-0.51
200.533	-0.53
200.753	-1.1
200.973	0.32
201.192	0.21
201.412	-1.05
201.632	-0.42
201.851	0.94
202.071	-0.5
202.291	-0.53
202.51	-0.88
202.73	0.49
202.95	-0.29
203.169	-1.16
203.389	-0.51
203.608	0.24
203.828	-0.57
204.047	-0.68
204.267	0.03
204.486	-0.05
204.706	-0.07
204.925	-0.33
205.145	-0.39
205.364	0.09
205.583	0.51
205.803	-0.59
206.022	-0.68
206.242	0.3
206.461	-0.2
206.68	-0.72
206.9	-0.05
207.119	0.39
207.338	0.47
207.557	-0.3
207.777	-0.51
207.996	0.04
208.215	0.06
208.434	-0.43
208.654	-0.55
208.873	0.01
209.092	0.33
209.311	-0.23
209.53	-0.12
209.749	-0.28
209.968	-0.43
210.187	-0.23
210.407	-0.59
210.626	-0.04
210.845	0.14
211.064	0.04
211.283	-0.59
211.502	-0.01
211.721	0
211.94	-0.04
212.159	0.02
212.377	0.06
212.596	0.23
212.815	-0.1
213.034	0.04
213.253	0.14
213.472	0.04
213.691	-0.4
213.91	-0.29
214.128	-0.28
214.347	0.46
214.566	-0.6
214.785	-0.42
215.003	-0.03
215.222	-0.07
215.441	-0.08
215.66	-0.31
215.878	-0.12
216.097	0
216.316	-0.37
216.534	-0.25
216.753	0.16
216.972	-0.34
217.19	-0.22
217.409	-0.24
217.627	-0.46
217.846	-0.1
218.064	-0.08
218.283	-0.33
218.501	0.35
218.72	0.23
218.938	-0.35
219.157	-0.06
219.375	0.06
219.594	0.17
219.812	-0.38
220.031	-0.22
220.249	0.33
220.467	0.31
220.686	-0.23
220.904	-0.37
221.122	-0.15
221.341	0.32
221.559	-0.09
221.777	-0.28
221.995	-0.25
222.214	0.05
222.432	-0.13
222.65	0.07
222.868	0.01
223.086	-0.03
223.305	0.03
223.523	-0.08
223.741	0.28
223.959	-0.2
224.177	-0.42
224.395	-0.17
224.613	-0
224.831	0.03
225.049	-0.27
225.267	-0.13
225.485	0.02
225.703	-0.22
225.921	-0.18
226.139	-0.13
226.357	0.16
226.575	0.01
226.793	-0.03
227.011	0.57
227.229	-0.02
227.447	0.08
227.665	-0.24
227.883	-0.27
228.1	-0.1
228.318	-0.13
228.536	-0.33
228.754	-0.22
228.972	0.08
229.189	0.09
229.407	-0.09
229.625	-0.21
229.843	0.08
230.06	0.1
230.278	-0.17
230.496	-0.07
230.713	-0
230.931	0.1
231.149	-0.19
231.366	-0.24
231.584	-0.13
231.801	0.33
232.019	-0.05
232.236	-0.21
232.454	-0.15
232.671	-0.02
232.889	-0.07
233.106	-0.09
233.324	-0.07
233.541	-0.08
233.759	-0.08
233.976	-0.19
234.194	0.01
234.411	-0.07
234.628	-0.05
234.846	-0.16
235.063	-0.1
235.28	-0.04
235.498	0.07
235.715	-0.13
235.932	0.06
236.149	-0.06
236.367	-0.15
236.584	-0.07
236.801	-0.11
237.018	0.09
237.236	-0.07
237.453	-0.23
237.67	-0
237.887	-0.09
238.104	-0
238.321	-0.25
238.538	-0.16
238.755	0.1
238.973	-0.17
239.19	-0.04
239.407	-0.05
239.624	-0.02
239.841	-0.11
240.058	-0.07
240.275	-0.02
240.492	-0.04
240.709	-0.08
240.925	-0.12
241.142	-0.11
241.359	-0.11
241.576	-0.15
241.793	-0.12
242.01	-0.06
242.227	0.11
242.444	-0.05
242.66	0.04
242.877	-0.09
243.094	-0.13
243.311	-0.02
243.527	-0.08
243.744	0.04
243.961	0.1
244.178	-0.11
244.394	-0.09
244.611	0.11
244.828	0.03
245.044	-0.12
245.261	-0.03
245.477	-0
245.694	-0.04
245.911	-0.03
246.127	-0.1
246.344	0.17
246.56	0.06
246.777	-0.14
246.993	-0.12
247.21	-0.05
247.426	-0.06
247.643	-0.11
247.859	-0.13
248.076	-0.14
248.292	0.16
248.508	-0.1
248.725	0.03
248.941	-0.03
249.157	0.05
249.374	-0.1
249.59	-0
249.806	-0.04
250.023	-0.02
250.239	-0.2
250.455	-0.12
250.671	-0.06
250.888	0.01
251.104	-0.06
251.32	-0.05
251.536	-0.08
251.752	-0.01
251.969	-0.04
252.185	-0.06
252.401	0.15
252.617	-0.05
252.833	-0.09
253.049	-0.1
253.265	0.04
253.481	-0.02
253.697	-0.15
253.913	-0.1
254.129	-0
254.345	0.02
254.561	-0.06
254.777	-0.03
254.993	0.05
255.209	-0.07
255.425	-0.08
255.641	-0.15
255.857	0.08
256.073	-0.08
256.288	-0.19
256.504	-0.06
256.72	-0.03
256.936	0.07
257.152	-0.04
257.367	-0.07
257.583	-0.05
257.799	0.08
258.015	-0.17
258.23	-0.12
258.446	0.09
258.662	-0.01
258.877	-0.06
259.093	-0.12
259.309	-0.04
259.524	0.02
259.74	-0.06
259.955	-0.02
260.171	-0
260.387	-0.03
260.602	0.08
260.818	-0.02
261.033	-0.06
261.249	-0.04
261.464	-0.09
261.68	-0.16
261.895	-0.02
262.11	0.05
262.326	-0.09
262.541	-0.12
262.757	0.02
262.972	-0.01
263.187	-0.01
263.403	-0.03
263.618	0.04
263.833	-0.04
264.049	-0.17
264.264	-0.12
264.479	0.03
264.694	0.1
264.91	-0.13
265.125	-0.04
265.34	0.02
265.555	0.14
265.77	0.03
265.986	-0.12
266.201	0.04
266.416	0.11
266.631	-0.12
266.846	-0.04
267.061	0.04
267.276	0.04
267.491	-0.13
267.706	0
267.921	-0.05
268.136	-0.01
268.351	-0.04
268.566	-0.12
268.781	0.07
268.996	0.05
269.211	-0.01
269.426	-0.07
269.641	-0.01
269.856	0.04
270.071	-0.11
270.285	-0.11
270.5	0.02
270.715	0.07
270.93	-0.01
271.145	0.01
271.359	0
271.574	-0.01
271.789	-0.03
272.004	0
272.218	-0.05
272.433	0.06
272.648	-0.07
272.862	0.04
273.077	-0.01
273.292	0.03
273.506	-0.05
273.721	-0.07
273.936	0
274.15	0.02
274.365	-0.07
274.579	-0
274.794	0.1
275.008	0.04
275.223	-0.09
275.437	-0.04
275.652	-0.03
275.866	0.02
276.081	-0
276.295	0.01
276.509	0.04
276.724	-0.02
276.938	-0
277.153	0.04
277.367	-0.01
277.581	-0.08
277.796	-0.05
278.01	-0.07
278.224	0.01
278.438	0.07
278.653	-0.11
278.867	-0.05
279.081	-0.18
279.295	-0.03
279.51	0.01
279.724	-0.1
279.938	0.04
280.152	0.03
280.366	-0.05
280.58	-0.03
280.794	0.13
281.008	0.03
281.222	0.08
281.437	0.03
281.651	-0.07
281.865	0.07
282.079	-0.06
282.293	-0.12
282.507	-0.06
282.721	-0.09
282.935	-0.07
283.148	-0.12
283.362	-0.06
283.576	-0.11
283.79	-0.04
284.004	-0.07
284.218	0.03
284.432	-0.04
284.646	-0.04
284.859	-0.05
285.073	-0.05
285.287	-0.03
285.501	-0.02
285.714	-0.05
285.928	-0.02
286.142	0.02
286.356	-0.09
286.569	-0.01
286.783	0.13
286.997	0.02
287.21	-0.04
287.424	0.02
287.637	-0.02
287.851	-0.02
288.065	0.05
288.278	-0.05
288.492	-0.01
288.705	-0.04
288.919	-0.02
289.132	-0.05
289.346	0.03
289.559	-0.09
289.773	-0.04
289.986	-0
290.2	-0.05
290.413	0.01
290.626	-0.09
290.84	-0.04
291.053	-0.01
291.267	0.04
291.48	-0.01
291.693	0.02
291.906	-0.06
292.12	-0.04
292.333	-0.03
292.546	-0.01
292.76	0.07
292.973	0.02
293.186	0.02
293.399	-0.04
293.612	0.04
293.826	-0.01
294.039	-0.05
294.252	-0.03
294.465	-0.02
294.678	0.02
294.891	-0
295.104	-0.05
295.317	-0.03
295.53	-0.03
295.743	-0
295.956	-0
296.169	0.08
296.382	0.05
296.595	0.01
296.808	-0.12
297.021	0.05
297.234	0.03
297.447	0
297.66	-0.03
297.873	0.04
298.086	0.01
298.299	-0.09
298.511	-0.08
298.724	-0.03
298.937	-0.1
299.15	-0.04
299.363	-0
299.575	0.01
299.788	0.06
300.001	-0.03
300.213	-0.02
300.426	-0.05
300.639	-0.04
300.852	-0.04
301.064	0.07
301.277	0.06
301.489	0.03
301.702	0.01
301.915	-0.03
302.127	-0.01
302.34	-0.03
302.552	0.04
302.765	-0.05
302.977	0.02
303.19	-0.01
303.402	-0.03
303.615	-0.01
303.827	-0.01
304.04	-0.01
304.252	0.02
304.464	-0.01
304.677	0.13
304.889	0.01
305.102	-0.06
305.314	-0.07
305.526	0.06
305.739	0.01
305.951	-0.06
306.163	-0.04
306.375	0.1
306.588	-0.04
306.8	-0.01
307.012	-0.05
307.224	0
307.436	0.07
307.649	-0.1
307.861	0.03
308.073	0.04
308.285	-0.02
308.497	-0.07
308.709	-0.03
308.921	0.01
309.133	0.05
309.346	0
309.558	-0
309.77	0.01
309.982	0.05
310.194	0.06
310.406	-0.07
310.617	0.1
310.829	0
311.041	0.05
311.253	-0.07
311.465	-0
311.677	-0
311.889	-0.03
312.101	-0.02
312.313	0.04
312.524	0.02
312.736	-0.05
312.948	-0.04
313.16	0.05
313.372	-0.04
313.583	-0.02
313.795	-0.01
314.007	-0.11
314.218	0.07
314.43	0.02
314.642	-0.04
314.853	-0.07
315.065	-0.01
315.277	0.01
315.488	0.01
315.7	0.02
315.912	0.01
316.123	-0
316.335	-0.01
316.546	0.1
316.758	-0.02
316.969	-0
317.181	-0
317.392	0.01
317.604	0.01
317.815	-0.07
318.026	-0.01
318.238	-0.01
318.449	0.01
318.661	-0.09
318.872	-0.08
319.083	-0.02
319.295	0
319.506	-0.05
319.717	0
319.929	0.01
320.14	0.01
320.351	0.01
320.562	-0.05
320.774	-0.03
320.985	-0.01
321.196	-0.05
321.407	-0.07
321.618	0.05
321.829	0
322.041	-0.01
322.252	-0.03
322.463	-0.01
322.674	0.06
322.885	-0.05
323.096	-0.06
323.307	-0.03
323.518	0.03
323.729	-0.06
323.94	-0.05
324.151	0.01
324.362	0.01
324.573	0.03
324.784	-0.08
324.995	0.02
325.206	0.01
325.417	-0.05
325.628	-0.02
325.838	-0.02
326.049	0
326.26	0.02
326.471	-0.04
326.682	0.04
326.892	-0.03
327.103	-0.09
327.314	-0.02
327.525	0.04
327.735	-0.02
327.946	-0.05
328.157	-0.05
328.368	0
328.578	-0.01
328.789	-0.02
328.999	0
329.21	-0.04
329.421	0.01
329.631	-0.05
329.842	-0.05
330.052	0.02
330.263	0.03
330.473	-0
330.684	-0.03
330.894	-0
331.105	-0.01
331.315	0.03
331.526	-0.1
331.736	0.07
331.947	0.03
332.157	0.03
332.367	-0.1
332.578	0.07
332.788	0.03
332.999	0
333.209	-0.01
333.419	-0.06
333.629	0.03
333.84	0.02
334.05	-0.01
334.26	0.03
334.47	-0.02
334.681	-0
334.891	-0.05
335.101	-0.01
335.311	0.05
335.521	0.03
335.732	-0.08
335.942	0.02
336.152	0.05
336.362	-0.01
336.572	-0.02
336.782	0.03
336.992	-0.02
337.202	-0.03
337.412	-0.06
337.622	0
337.832	0
338.042	-0.03
338.252	-0.02
338.462	-0.04
338.672	0
338.882	-0
339.092	-0.05
339.302	0.08
339.511	0.04
339.721	-0.06
339.931	-0.05
